id,nom,profession,email,telephone,status,admin_approved,created_at
"4f4c5b34-322b-4366-b3d3-b03fb9f24b1c","","Agence immobilière","prospect.7489@nexusmarket.sn","+221 77 374 74 89","approved","true","2026-08-12T13:38:05.685741+00:00"
"f3d81a79-695d-4887-befd-ffd68ff2c050","","Agence immobilière","prospect.1791@nexusmarket.sn","+221 33 867 17 91","approved","true","2026-08-12T13:38:05.685741+00:00"
"b3a1b779-791f-46e2-af40-c5c1292c57fe","","Agence immobilière","prospect.5201@nexusmarket.sn","+221 77 513 52 01","approved","true","2026-08-12T13:38:05.685741+00:00"
"94ecad88-d97f-4467-96c6-aa05ff74ba5c","","Agence immobilière","prospect.0474@nexusmarket.sn","+221 33 860 04 74","approved","true","2026-08-12T13:38:05.685741+00:00"
"eef7d7c0-6e76-4893-a1ec-814b56d6ad1e","","Agence immobilière","prospect.1819@nexusmarket.sn","+221 77 537 18 19","approved","true","2026-08-12T13:38:05.685741+00:00"
"6dbaefe9-2e8f-4212-a3be-0ccb026b521a","","Agence immobilière","prospect.3770@nexusmarket.sn","+221 33 824 37 70","approved","true","2026-08-12T13:38:05.685741+00:00"
"092ca8ec-d834-4728-b2ef-fa654ae977cc","","Agence immobilière","prospect.2626@nexusmarket.sn","+221 76 682 26 26","approved","true","2026-08-12T13:38:05.685741+00:00"
"73b1b8dc-9024-48de-b04c-47f35c77b730","","Agence immobilière","prospect.1415@nexusmarket.sn","+221 33 821 14 15","approved","true","2026-08-12T13:38:05.685741+00:00"
"8eb7ac30-82e3-4474-9886-b9f719e422df","","Agence immobilière","prospect.5756@nexusmarket.sn","+221 78 475 57 56","approved","true","2026-08-12T13:38:05.685741+00:00"
"aa5889c3-64c6-43fb-96db-c60896bcb9fd","","Agence immobilière","prospect.6111@nexusmarket.sn","+221 33 867 61 11","approved","true","2026-08-12T13:38:05.685741+00:00"
"f1b1a6a3-b6bf-46ca-90ad-1c7b8461aae4","","Agence immobilière","prospect.7125@nexusmarket.sn","+221 77 143 71 25","approved","true","2026-08-12T13:38:05.685741+00:00"
"5987fb6c-b166-46ae-80d9-6af9f1b1a7d5","","Agence immobilière","prospect.0737@nexusmarket.sn","+221 77 644 07 37","approved","true","2026-08-12T13:38:05.685741+00:00"
"e05cf6c1-de96-44bb-8ace-4f25ef20f4e7","","Agence immobilière","prospect.9316@nexusmarket.sn","+221 77 635 93 16","approved","true","2026-08-12T13:38:05.685741+00:00"
"a69cd65a-9bd0-4b4e-bc99-79a71560ca17","","Agence immobilière","prospect.e8bce0@nexusmarket.sn","Voir site","approved","true","2026-08-12T13:38:05.685741+00:00"
"a492f533-6e71-4c30-83d2-41afb9b76a32","CERATECH SARL","Carreleur","prospect_221338672787@nexusmarket.sn","+221 33 867 27 87","active","false","2026-08-11T22:29:30.209577+00:00"
"5cb3dd24-4a79-4e0d-8281-ba78de23437e","","Agence immobilière","prospect.9032@nexusmarket.sn","+221 77 573 90 32","approved","true","2026-08-12T13:38:05.685741+00:00"
"c1bcc493-c99b-4567-bad9-ed1f367e34fe","","Agence immobilière","prospect.4203@nexusmarket.sn","+221 77 232 42 03","approved","true","2026-08-12T13:38:05.685741+00:00"
"56a8aa8f-903c-4083-b4df-c631aed500ce","","Agence immobilière","prospect.77d19f@nexusmarket.sn","Voir annonce","approved","true","2026-08-12T13:38:05.685741+00:00"
"05c4da03-d632-4320-a688-e82618bbeb13","","Agence immobilière","prospect.4019@nexusmarket.sn","+221 33 860 40 19","approved","true","2026-08-12T13:38:05.685741+00:00"
"d74eae53-0536-4bda-b534-be24486ec6a7","","Agence immobilière","prospect.4468@nexusmarket.sn","+221 77 640 44 68","approved","true","2026-08-12T13:38:05.685741+00:00"
"5e2fb276-6385-4cff-883b-9ecaad5fde63","","Agence immobilière","prospect.3400@nexusmarket.sn","+221 77 512 34 00","approved","true","2026-08-12T13:38:05.685741+00:00"
"fc2179b1-6c7e-4da5-83f6-897ad2f501e9","","Agence immobilière","prospect.0056@nexusmarket.sn","+221 33 867 00 56","approved","true","2026-08-12T13:38:05.685741+00:00"
"53d45d0d-7e60-47dd-8764-d0640a017d1e","X'Trem Jet Sénégal (jet ski Saly)","Loueur / Location","x.trem.jet.senegal.jet.ski.saly.4018@nexusmarket.sn","Voir Facebook","approved","true","2026-08-12T13:38:05.685741+00:00"
"8566c6b5-b2d2-4d9d-a713-3571854200da","SENEDI SM Events (tentes/mobilier)","Loueur / Location","senedi.sm.events.tentes.mobilier.9fd7@nexusmarket.sn","Voir site","approved","true","2026-08-12T13:38:05.685741+00:00"
"98c9f718-0ae3-4044-ad59-4f20b9d618b5","Ayuf Holding SN (articles événementiels)","Loueur / Location","ayuf.holding.sn.articles.evenementiels.e618@nexusmarket.sn","Voir site","approved","true","2026-08-12T13:38:05.685741+00:00"
"e03d1bf8-9df5-4b56-b5f7-5b00caff1e8f","","Agence immobilière","prospect.8889@nexusmarket.sn","+221 77 108 88 89","approved","true","2026-08-12T13:38:05.685741+00:00"
"a46b93e8-3d42-486b-99a8-de91f7dcbbaf","National Location de Voitures","Loueur / Location","national.location.de.voitures.392d@nexusmarket.sn","Voir site","approved","true","2026-08-12T13:38:05.685741+00:00"
"dcc72b36-d99c-4177-9f92-efef4338a2b6","SENEDI SM Events (page Facebook)","Loueur / Location","senedi.sm.events.page.facebook.2791@nexusmarket.sn","Voir Facebook","approved","true","2026-08-12T13:38:05.685741+00:00"
"5d1a1411-3c6d-443e-9d27-f78eed72c176","Locapro Sénégal (location matériel BTP/événementiel)","Loueur / Location","locapro.senegal.location.materiel.btp.evenementiel.180f@nexusmarket.sn","Voir site","approved","true","2026-08-12T13:38:05.685741+00:00"
"fffa84c9-f1b4-40c1-b200-01831b94704a","Kobe BTP (location engins/matériel)","Loueur / Location","kobe.btp.location.engins.materiel.3edc@nexusmarket.sn","Voir site","approved","true","2026-08-12T13:38:05.685741+00:00"
"abaa4a9f-5f51-4865-a0fc-3f346f4f5e1d","Diallo BTP Logistique (location engins/échafaudage)","Loueur / Location","diallo.btp.logistique.location.engins.echafaudage.1807@nexusmarket.sn","Voir site","approved","true","2026-08-12T13:38:05.685741+00:00"
"da3646e2-394d-478e-be2a-e1563b625c1e","Sutura BTP (location groupe électrogène)","Loueur / Location","sutura.btp.location.groupe.electrogene.a7da@nexusmarket.sn","Voir site","approved","true","2026-08-12T13:38:05.685741+00:00"
"ef956a82-99a4-45c2-9962-33bdccf46daf","Ayuf Holding (page Facebook)","Loueur / Location","ayuf.holding.page.facebook.0286@nexusmarket.sn","Voir Facebook","approved","true","2026-08-12T13:38:05.685741+00:00"
"ab76a041-c515-47e2-a4b6-bc6c5a0a4ebb","Dakar Location Vaisselle (matériel réception)","Loueur / Location","dakar.location.vaisselle.materiel.reception.3f7f@nexusmarket.sn","Voir Facebook","approved","true","2026-08-12T13:38:05.685741+00:00"
"7767e76b-5894-4293-b9ff-2e035ebb7774","Saly Aventure (pêche et jet ski)","Loueur / Location","saly.aventure.peche.et.jet.ski.1139@nexusmarket.sn","Voir site","approved","true","2026-08-12T13:38:05.685741+00:00"
"bc756da3-0962-49ac-a350-938e38fbf50c","Location tables chaises tente réception (CoinAfrique)","Loueur / Location","location.tables.chaises.tente.reception.coinafrique.7946@nexusmarket.sn","Voir annonce","approved","true","2026-08-12T13:38:05.685741+00:00"
"bbf0c033-73f2-4ec5-b9a0-4ead9abf72db","CERAMIQUE BUILDING","Carreleur","prospect_221338557645@nexusmarket.sn","+221 33 855 76 45","active","false","2026-08-11T22:29:35.939146+00:00"
"22a7676c-ee25-4ac3-93ea-ec71215c47b5","Monaco Beach Boby Jet Ski (Dakar)","Loueur / Location","monaco.beach.boby.jet.ski.dakar.6409@nexusmarket.sn","Voir site","approved","true","2026-08-12T13:38:05.685741+00:00"
"ad238d85-451e-461e-a0a2-4ca77cadf244","Moto Découverte Sénégal (moto/scooter Saly)","Loueur / Location","moto.decouverte.senegal.moto.scooter.saly.a70a@nexusmarket.sn","Voir Facebook","approved","true","2026-08-12T13:38:05.685741+00:00"
"8b1c212f-7d2f-490c-9c00-705cca98f566","Location motos et scooters Sénégal (Dakar)","Loueur / Location","location.motos.et.scooters.senegal.dakar.77b5@nexusmarket.sn","Voir Facebook","approved","true","2026-08-12T13:38:05.685741+00:00"
"c97d55b1-f751-4a9a-a393-a364fe2ac6b6","CARREFOUR CEROMIQUE","Carreleur","prospect_221776696530@nexusmarket.sn","+221 77 669 65 30","active","false","2026-08-11T22:29:12.73376+00:00"
"33465350-aac8-4027-8146-adeac5862833","Location Moto Senegal (circuits et randonnées)","Loueur / Location","location.moto.senegal.circuits.et.randonnees.a4f7@nexusmarket.sn","Voir site","approved","true","2026-08-12T13:38:05.685741+00:00"
"28b0f524-dda7-4545-b777-3f5c4a522859","Just married (location robes mariage Dakar)","Loueur / Location","just.married.location.robes.mariage.dakar.6940@nexusmarket.sn","Voir Facebook","approved","true","2026-08-12T13:38:05.685741+00:00"
"0253ce65-6928-4161-b6b6-ae987c5f11a4","CARREAUX SANITAIRES","Carreleur","prospect_221775293102@nexusmarket.sn","+221 77 529 31 02","active","false","2026-08-11T22:29:52.330847+00:00"
"87ee2b44-f7bc-4a22-8d90-9f566c4b9401","La promise Bridal Dakar (robes mariage)","Loueur / Location","la.promise.bridal.dakar.robes.mariage.4c43@nexusmarket.sn","Voir Facebook","approved","true","2026-08-12T13:38:05.685741+00:00"
"f0437919-4166-4b00-a916-f51e8989c34a","The Day of Today (location vente robes Sénégal)","Loueur / Location","the.day.of.today.location.vente.robes.senegal.9515@nexusmarket.sn","Voir Facebook","approved","true","2026-08-12T13:38:05.685741+00:00"
"d20d9117-8a14-4152-8055-78c7693ab66b","CARREAUX KEUR BAMBA","Carreleur","prospect_221775069173@nexusmarket.sn","+221 77 506 91 73","active","false","2026-08-11T22:29:35.13435+00:00"
"6ed9171c-e188-4f05-b36b-bdd2d1ad18f0","Dakar Vidéo projecteur location service","Loueur / Location","dakar.video.projecteur.location.service.7d8c@nexusmarket.sn","Voir Facebook","approved","true","2026-08-12T13:38:05.685741+00:00"
"191811f5-81f1-4bcd-80f9-739acf3c74c7","CARREAUX 2000 SERVICES","Carreleur","prospect_221338279995@nexusmarket.sn","+221 33 827 99 95","active","false","2026-08-11T22:29:09.820736+00:00"
"15199864-1d22-42c5-86e2-22ebe68ae2de","Africa Bâches (tentes bâches location)","Loueur / Location","africa.baches.tentes.baches.location.8311@nexusmarket.sn","Voir Facebook","approved","true","2026-08-12T13:38:05.685741+00:00"
"84a8760b-aa8a-4971-b4be-718b40611354","CARREAUX 2000","Carreleur","prospect_221338203756@nexusmarket.sn","+221 33 820 37 56","active","false","2026-08-11T22:29:29.172037+00:00"
"8f81dfea-0d5a-4d74-95f4-9cea4d2333c0","C.E.G / BTP","Carreleur","prospect_221775458288@nexusmarket.sn","+221 77 545 82 88","active","false","2026-08-11T22:29:40.641542+00:00"
"bc3d9ff6-4633-4feb-91de-81a729b348d0","BT CARREAUX KEUR S SALIOU","Carreleur","prospect_221339280864@nexusmarket.sn","+221 33 928 08 64","active","false","2026-08-11T22:29:47.614268+00:00"
"f20cb2d3-aa48-4d9b-bc12-89fd258c792b","TOUBA BACHE du Sénégal (bâches événementiel)","Loueur / Location","touba.bache.du.senegal.baches.evenementiel.15ba@nexusmarket.sn","Voir Facebook","approved","true","2026-08-12T13:38:05.685741+00:00"
"c0507b43-15fc-4434-9909-96c2927c8586","BSM LA BETONNIERE SARL","Vente de carreaux","prospect_221338245005@nexusmarket.sn","+221 33 824 50 05","active","false","2026-08-11T22:29:51.9275+00:00"
"994ba81a-bf8f-488a-b7e0-45d48e203942","Dakar CoWorking (salles réunion par heure)","Loueur / Location","dakar.coworking.salles.reunion.par.heure.3ded@nexusmarket.sn","Voir site","approved","true","2026-08-12T13:38:05.685741+00:00"
"5667cb18-8fff-4018-bce0-a179ee605e14","BOUTIQUE MOKHAMED ROSSNIL","Carreleur","prospect_221775906007@nexusmarket.sn","+221 77 590 60 07","active","false","2026-08-11T22:29:47.20774+00:00"
"8416ce61-83df-4108-9fe2-406960e9f26e","Freepenseur (coworking 24/7 Sud Foire)","Loueur / Location","freepenseur.coworking.24.7.sud.foire.0e97@nexusmarket.sn","Voir site","approved","true","2026-08-12T13:38:05.685741+00:00"
"9039cdd0-dc18-4a86-acbd-6b1deff40806","Nomad Foodtruck Sénégal (food truck mobile)","Loueur / Location","nomad.foodtruck.senegal.food.truck.mobile.0a91@nexusmarket.sn","Voir Facebook","approved","true","2026-08-12T13:38:05.685741+00:00"
"f13f9f84-6296-40d5-87d7-4f644ea342a3","BATIMAT","Carreleur","prospect_221338896363@nexusmarket.sn","+221 33 889 63 63","active","false","2026-08-11T22:29:07.823527+00:00"
"3a8a038f-2541-4113-a51f-b6568df993ee","BAOL CARREAUX","Vente de carreaux","prospect_221775720048@nexusmarket.sn","+221 77 572 00 48","active","false","2026-08-11T22:29:27.655046+00:00"
"6840ed12-9fe3-47a8-83db-069f2af935d2","Waypoint Dakar (coworking 24/7)","Loueur / Location","waypoint.dakar.coworking.24.7.8947@nexusmarket.sn","Voir site","approved","true","2026-08-12T13:38:05.685741+00:00"
"8cf985b6-2259-4777-8fc7-c2f53e6e5bce","AFRICA CARREAUX","Carreleur","prospect_221338218423@nexusmarket.sn","+221 33 821 84 23","active","false","2026-08-11T22:29:46.401223+00:00"
"34a42707-e780-4de0-b4a7-b343970606d7","Saly Loisirs (quad karting jet ski)","Loueur / Location","saly.loisirs.quad.karting.jet.ski.a57d@nexusmarket.sn","Voir site","approved","true","2026-08-12T13:38:05.685741+00:00"
"b5128c59-df58-4139-8a52-3cd517ee7dd3","AISSALAM CARREAUX","Carreleur","prospect_221338603780@nexusmarket.sn","+221 33 860 37 80","active","false","2026-08-11T22:29:46.804006+00:00"
"3712a755-7da8-4844-8a7c-b7db9dd53c77","BAMBA NDIAYE SA","Carreleur","prospect_221338898989@nexusmarket.sn","+221 33 889 89 89","active","false","2026-08-11T22:29:26.457659+00:00"
"8ce92b7a-bd43-406b-bd8b-f3f2c797f3c0","Malika Surf Camp (cours surf Dakar)","Loueur / Location","malika.surf.camp.cours.surf.dakar.43f3@nexusmarket.sn","Voir site","approved","true","2026-08-12T13:38:05.685741+00:00"
"3f335910-0de5-4548-8e47-6427e8a08d1a","ABF CERAMIQUE","Carreleur","prospect_221773052669@nexusmarket.sn","+221 77 305 26 69","active","false","2026-08-11T22:29:34.62849+00:00"
"54de91fa-1f53-4d93-b8e3-ec523eb0fff5","Pape Loisirs (buggy/quad excursions)","Loueur / Location","pape.loisirs.buggy.quad.excursions.e514@nexusmarket.sn","Voir site","approved","true","2026-08-12T13:38:05.685741+00:00"
"aea306bf-dedb-4cfd-b4d9-76e78f254e07","COMPTOIR COMMERCIAL DABAKH","Vente de carreaux","prospect_221773953245@nexusmarket.sn","+221 77 395 32 45","active","false","2026-08-11T22:29:48.418968+00:00"
"32527ad7-732c-4e3a-9264-5e95f42d9c42","Easy Quad Saly (location quad/buggy)","Loueur / Location","easy.quad.saly.location.quad.buggy.96e2@nexusmarket.sn","Voir site","approved","true","2026-08-12T13:38:05.685741+00:00"
"6298d311-a4f2-4b96-8307-20ee8fd66966","DAKAR CERAMIC","Vente de carreaux","prospect_221338203031@nexusmarket.sn","+221 33 820 30 31","active","false","2026-08-11T22:29:53.219267+00:00"
"6556496b-42d7-42d4-be06-243b3ad2a77a","DALIFORT MATERIAUX CARRELAGE","Vente de carreaux","prospect_221338323815@nexusmarket.sn","+221 33 832 38 15","active","false","2026-08-11T22:29:13.674826+00:00"
"366a2435-d7c8-4f99-8634-41c4e2566c10","AFRIBAT","Vente de carreaux","prospect_221776268019@nexusmarket.sn","+221 77 626 80 19","active","false","2026-08-11T22:29:51.522596+00:00"
"c76e3ac0-a450-434a-b479-bbf6b163c68c","DAROU KHOUDOSS CERAMIQUE","Vente de carreaux","prospect_221775736580@nexusmarket.sn","+221 77 573 65 80","active","false","2026-08-11T22:29:41.511185+00:00"
"63a58ddf-2a88-44c6-b392-6310c08e2349","DAROU SALAM CARREAUX","Vente de carreaux","prospect_221773612067@nexusmarket.sn","+221 77 361 20 67","active","false","2026-08-11T22:29:14.471586+00:00"
"a760c71a-51db-4b8a-87ac-05b56b3ad725","DAROU SALAM QUINCAILLERIE","Carreleur","prospect_221771799981@nexusmarket.sn","+221 77 179 99 81","active","false","2026-08-11T22:29:41.918215+00:00"
"07b07b94-be65-48f4-8554-f53dbf4dce1d","DAROU SAM CERAMIQUE","Carreleur","prospect_221773994659@nexusmarket.sn","+221 77 399 46 59","active","false","2026-08-11T22:29:53.623596+00:00"
"8e6ae0b1-74d8-428a-b223-4e9d3a3ff7f9","Fun Spa Dakar (jacuzzi gonflable à domicile)","Loueur / Location","fun.spa.dakar.jacuzzi.gonflable.a.domicile.0b64@nexusmarket.sn","Voir site","approved","true","2026-08-12T13:38:05.685741+00:00"
"40971162-9828-437e-b892-7d2d516f9a29","Oceanium de Dakar (kayak/activités nautiques)","Loueur / Location","oceanium.de.dakar.kayak.activites.nautiques.f588@nexusmarket.sn","Voir site","approved","true","2026-08-12T13:38:05.685741+00:00"
"bd8af455-de8e-4da6-90a7-0b83d72bf900","DIOR CERAMICA","Carreleur","prospect_221338252396@nexusmarket.sn","+221 33 825 23 96","active","false","2026-08-11T22:29:14.995923+00:00"
"dc1045da-6352-49ae-befd-1af8c0970256","DJAMIL CARREAUX (Parcelles)","Carreleur","prospect_221338330659@nexusmarket.sn","+221 33 833 06 59","active","false","2026-08-11T22:29:58.824627+00:00"
"6efb9fe6-aa3e-4566-93e7-c308c5798ab1","DaKite Sénégal (kitesurf Saly)","Loueur / Location","dakite.senegal.kitesurf.saly.26f1@nexusmarket.sn","Voir site","approved","true","2026-08-12T13:38:05.685741+00:00"
"cdffd0b3-266d-42e9-9098-bb77cc5cd035","DJAMIL CARREAUX (Hann)","Carreleur","prospect_221338327995@nexusmarket.sn","+221 33 832 79 95","active","false","2026-08-11T22:29:31.306289+00:00"
"7e4659cb-86c0-4bba-aac6-0222a58447bb","EEG DISTRIBUTION","Carreleur","prospect_221778557812@nexusmarket.sn","+221 77 855 78 12","active","false","2026-08-11T22:29:31.913799+00:00"
"d8a4e08c-cff6-4b8c-b64e-b97d29dcea3c","VIP Spa Jacuzzi Massage (page Facebook)","Loueur / Location","vip.spa.jacuzzi.massage.page.facebook.d6ea@nexusmarket.sn","Voir Facebook","approved","true","2026-08-12T13:38:05.685741+00:00"
